업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,추천수,상품명,상품가격(일반)(원)
8192,짱아미용실,5,이 미용업,서울특별시 금천구 시흥대로126길 22-7 (독산동),868-6262,3,파마,25000
8478,육판장,1,한식,서울특별시 강남구 삼성로 155 (대치동),02-564-6254,3,국수,5000
8728,공새미김밥,1,한식,서울특별시 광진구 뚝섬로58길 19 (자양동),455-8178,3,김밥,2000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,김치찌개,6000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,돼지갈비(300g),12000
8685,청운숯불갈비,1,한식,서울특별시 용산구 청파로 383-8 (서계동),711-2625,3,된장찌개,6000
8366,김연화헤어숍,5,이 미용업,서울특별시 구로구 구로동로 12 (가리봉동),02-858-9940,3,파마,20000
8340,칭니,2,중식,서울특별시 구로구 구로중앙로 198 (구로동),02-2634-1480,3,자장면,4000
8340,칭니,2,중식,서울특별시 구로구 구로중앙로 198 (구로동),02-2634-1480,3,짬뽕,4500
8340,칭니,2,중식,서울특별시 구로구 구로중앙로 198 (구로동),02-2634-1480,3,탕수육,15000
8335,대성이용원,5,이 미용업,서울특별시 구로구 구로동로17길 5-3 (구로동),02-869-4533,3,이용료(커트),6000
8317,매직크리닝,7,세탁업,서울특별시 구로구 오류로8길 99 (오류동),02-2611-5911,3,양복세탁료,5000
8860,함흥냉면 명가,1,한식,서울특별시 강서구 화곡로50길 22 (화곡동),02-2691-2230,2,물냉면,3000
8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247 (독산동),854-9049,2,삼계탕,11000
8850,명동손칼국수,1,한식,서울특별시 양천구 목동중앙북로6길 4 (목동),2644-3999,2,칼국수,2900
8866,김밥분식,1,한식,서울특별시 관악구 관악로24길 47-1 (봉천동),889-5230,2,김밥,1000
8866,김밥분식,1,한식,서울특별시 관악구 관악로24길 47-1 (봉천동),889-5230,2,라면,2000
8821,고시칼국수,1,한식,서울특별시 관악구 신림로18가길 42 (신림동),070-7803-0001,2,냉면,4000
8850,명동손칼국수,1,한식,서울특별시 양천구 목동중앙북로6길 4 (목동),2644-3999,2,칼제비수제비,3500
8677,진헤어샵,5,이 미용업,서울특별시 관악구 신림로36길 15 (신림동),887-2108,2,커트,7000
8821,고시칼국수,1,한식,서울특별시 관악구 신림로18가길 42 (신림동),070-7803-0001,2,잔치국수,3000
8677,진헤어샵,5,이 미용업,서울특별시 관악구 신림로36길 15 (신림동),887-2108,2,파마,20000
8910,홍천화로숯불갈비,1,한식,서울특별시 광진구 천호대로110길 27 (능동),454-9285,2,냉면,5000
8860,함흥냉면 명가,1,한식,서울특별시 강서구 화곡로50길 22 (화곡동),02-2691-2230,2,비빔냉면,3500
9002,처갓집,1,한식,서울특별시 강남구 양재대로 339 (개포동),02-573-6317,2,북어국,6000
9002,처갓집,1,한식,서울특별시 강남구 양재대로 339 (개포동),02-573-6317,2,비빔밥,6000
9002,처갓집,1,한식,서울특별시 강남구 양재대로 339 (개포동),02-573-6317,2,김치찌개,7000
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,목심김치찌개,6000
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,오늘의메뉴,5000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,짬뽕,5000
8847,콩각시,1,한식,서울특별시 서대문구 연세로7안길 5 (창천동),02-325-2775,2,콩나물국밥,4500
8787,정가네 홍두깨 손칼국수,1,한식,서울특별시 중랑구 망우로62길 61 (망우동),491-8457,2,칼국수,3000
9000,윤화돈까스기사식당,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 221 (역삼동),02-3463-0863,2,생선까스,8000
8954,진부령황태해장국,1,한식,서울특별시 용산구 대사관로24길 15 (한남동),790-9950,2,제육볶음,6000
8954,진부령황태해장국,1,한식,서울특별시 용산구 대사관로24길 15 (한남동),790-9950,2,황태해장국,5000
8847,콩각시,1,한식,서울특별시 서대문구 연세로7안길 5 (창천동),02-325-2775,2,콩나물라면,3000
8971,전혜영미용실,5,이 미용업,서울특별시 송파구 토성로 38-6 (풍납동 한강극동아파트),471-2932,2,커트,5000
8847,콩각시,1,한식,서울특별시 서대문구 연세로7안길 5 (창천동),02-325-2775,2,콩나물밥,3500
8785,모퉁이식당,1,한식,서울특별시 송파구 오금로59길 2 (거여동),443-1326,2,갈비탕,6000
8964,숙아채콩나물국밥역삼1호점,1,한식,서울특별시 강남구 도곡로7길 25 (역삼동),02-554-7490,2,빈대떡,6000
8964,숙아채콩나물국밥역삼1호점,1,한식,서울특별시 강남구 도곡로7길 25 (역삼동),02-554-7490,2,콩나물국밥,4500
8884,영헤어,5,이 미용업,서울특별시 은평구 통일로 921-1 (갈현동),02-354-1129,2,커트,10000
8884,영헤어,5,이 미용업,서울특별시 은평구 통일로 921-1 (갈현동),02-354-1129,2,파마,25000
8842,트윈쿡,1,한식,서울특별시 강남구 영동대로 513 M 112호,02-6002-3225,2,비빔밥,7000
8785,모퉁이식당,1,한식,서울특별시 송파구 오금로59길 2 (거여동),443-1326,2,비빔밥,5000
8903,옛날칼국수,1,한식,서울특별시 강서구 강서로18길 8-14 (화곡동),0,2,보리비빔밥,4500
8794,고향김밥,1,한식,서울특별시 중랑구 겸재로 226-3 (면목동) 1층,492-0013,2,김치찌개,5000
8832,옛날막고기집,1,한식,서울특별시 용산구 한강대로 125-2 (한강로2가),794-1488,2,김치찌개,5000
8832,옛날막고기집,1,한식,서울특별시 용산구 한강대로 125-2 (한강로2가),794-1488,2,된장찌개,6000
8832,옛날막고기집,1,한식,서울특별시 용산구 한강대로 125-2 (한강로2가),794-1488,2,막고기,8000
8884,영헤어,5,이 미용업,서울특별시 은평구 통일로 921-1 (갈현동),02-354-1129,2,파마,25000
8903,옛날칼국수,1,한식,서울특별시 강서구 강서로18길 8-14 (화곡동),0,2,비빔국수,4500
8903,옛날칼국수,1,한식,서울특별시 강서구 강서로18길 8-14 (화곡동),0,2,칼국수,3500
8734,박가네생고기전문점,1,한식,서울특별시 강북구 덕릉로28길 63 (미아동),982-2929,2,돼지갈비(200g),10000
8852,명가손칼국수,1,한식,서울특별시 강동구 풍성로54길 44 (성내동),02-547-4495,2,물냉면,4000
8852,명가손칼국수,1,한식,서울특별시 강동구 풍성로54길 44 (성내동),02-547-4495,2,칼국수,3000
8966,꾸어구어,1,한식,서울특별시 송파구 마천로 293 (마천동),449-9295,2,삼겹살(200g),5900
8815,머리하기 좋은 날,5,이 미용업,서울특별시 양천구 목동중앙로 43 (목동 목동글로리파크),2648-3693,2,일반펌,25000
8734,박가네생고기전문점,1,한식,서울특별시 강북구 덕릉로28길 63 (미아동),982-2929,2,된장찌개,5000
8734,박가네생고기전문점,1,한식,서울특별시 강북구 덕릉로28길 63 (미아동),982-2929,2,불고기(200g),12000
8900,머리못하는 집,5,이 미용업,서울특별시 강서구 강서로45길 174 (내발산동),02-2667-3693,2,파마,14500
8893,두메산골,1,한식,서울특별시 성북구 보문로36길 16 (삼선동4가),02) 921-3455,2,감자보리밥,6000
8922,새마을,1,한식,서울특별시 마포구 동교로9길 51 (망원동),0,2,닭계장 ,4000
8734,박가네생고기전문점,1,한식,서울특별시 강북구 덕릉로28길 63 (미아동),982-2929,2,설렁탕,6000
8922,새마을,1,한식,서울특별시 마포구 동교로9길 51 (망원동),0,2,막국수,4000
8922,새마을,1,한식,서울특별시 마포구 동교로9길 51 (망원동),0,2,삼겹살,5600
8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로23나길 32 (북가좌동),309-8264,2,돼지갈비(300g 국내산),10000
8963,강남김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 441 (대치동) 1층 4호,02-562-9335,2,해물순두부,6500
8963,강남김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 441 (대치동) 1층 4호,02-562-9335,2,야채김밥,3500
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동),02-2183-0714,2,우동,5000
8963,강남김밥,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 441 (대치동) 1층 4호,02-562-9335,2,우동,5500
8691,한솔 민물장어,1,한식,서울특별시 서대문구 증가로23나길 32 (북가좌동),309-8264,2,냉면(물),5000
8893,두메산골,1,한식,서울특별시 성북구 보문로36길 16 (삼선동4가),02) 921-3455,2,감자옹심이칼국수,7000
8893,두메산골,1,한식,서울특별시 성북구 보문로36길 16 (삼선동4가),02) 921-3455,2,묵은지꽁치찌개,6000
8959,행복한세탁소,7,세탁업,서울특별시 은평구 진흥로1길 37 (역촌동),02-353-8671,2,세탁료,5500
8910,홍천화로숯불갈비,1,한식,서울특별시 광진구 천호대로110길 27 (능동),454-9285,2,갈비탕,7000
8931,경로이발관,5,이 미용업,서울특별시 동대문구 왕산로 175-1 (제기동),0,2,염색,6000
8910,홍천화로숯불갈비,1,한식,서울특별시 광진구 천호대로110길 27 (능동),454-9285,2,된장찌개,5000
8925,효성마루,1,한식,서울특별시 마포구 마포대로7길 15 (공덕동),716-3683,2,김치찌개,5000
9000,윤화돈까스기사식당,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 221 (역삼동),02-3463-0863,2,돼지함박까스,8000
8983,방미헤어컬쳐,5,이 미용업,서울특별시 광진구 군자로 138 (군자동),02-462-3711,2,미용료(파마),30000
8913,소야지,1,한식,서울특별시 광진구 능동로36길 24 (능동),446-7645,2,삼겹살,10000
8905,북경,2,중식,서울특별시 광진구 화양동 3-30 (능동로 135),469-6347,2,자장면,3500
9000,윤화돈까스기사식당,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로 221 (역삼동),02-3463-0863,2,돈까스,8000
8975,전주콩나물국밥,1,한식,서울특별시 금천구 시흥대로62길 7 (시흥동),893-1264,2,콩나물해장국,4000
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동),02-2183-0714,2,돈까스,6000
8865,원조정가네매운갈비찜,1,한식,서울특별시 관악구 남부순환로216길 8 (봉천동),883-0250,2,매운갈비찜,11000
8865,원조정가네매운갈비찜,1,한식,서울특별시 관악구 남부순환로216길 8 (봉천동),883-0250,2,설렁탕,7000
8996,커피알,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동) 한신인터벨 지하 156호,02-2183-2259,2,아메리카노,1000
8925,효성마루,1,한식,서울특별시 마포구 마포대로7길 15 (공덕동),716-3683,2,된장찌개,5000
8925,효성마루,1,한식,서울특별시 마포구 마포대로7길 15 (공덕동),716-3683,2,청국장 ,6000
8996,커피알,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동) 한신인터벨 지하 156호,02-2183-2259,2,카페라떼,2000
8924,미스미용실,5,이 미용업,서울특별시 마포구 토정로17길 22 (신수동),711-9392,2,커트,5000
8842,트윈쿡,1,한식,서울특별시 강남구 영동대로 513 M 112호,02-6002-3225,2,된장찌개,7000
8924,미스미용실,5,이 미용업,서울특별시 마포구 토정로17길 22 (신수동),711-9392,2,퍼머,15000
8842,트윈쿡,1,한식,서울특별시 강남구 영동대로 513 M 112호,02-6002-3225,2,김치찌개,7000
8899,힐링이발관,5,이 미용업,서울특별시 영등포구 당산로10길 15 (당산동1가),0,2,커트,7000
8970,김자순수제돈까스,3,경양식일식,서울특별시 송파구 석촌호수로12길 16 (잠실동),6203-9597,2,돈가스,3500
8955,토속칼국수,1,한식,서울특별시 강동구 양재대로113길 8 (길동),02-472-2293,2,들깨수제비,4500
8955,토속칼국수,1,한식,서울특별시 강동구 양재대로113길 8 (길동),02-472-2293,2,콩국수,4500
8975,전주콩나물국밥,1,한식,서울특별시 금천구 시흥대로62길 7 (시흥동),893-1264,2,비빔밥,5000
8968,메운불닭,3,경양식일식,서울특별시 송파구 위례성대로18길 28 (방이동),421-2223 ,2,돈가스,4900
8638,마포숯불갈비,1,한식,서울특별시 송파구 풍성로5길 6 (풍납동),470-2559,2,물냉면,5000
8635,개성시대,5,이 미용업,서울특별시 송파구 풍성로 35-1 (풍납동),477-2939,2,미용료(커트),10000
8969,박미용실,5,이 미용업,서울특별시 송파구 백제고분로27길 41 (삼전동),420-8242,2,커트,7000
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,냉면,4000
8969,박미용실,5,이 미용업,서울특별시 송파구 백제고분로27길 41 (삼전동),420-8242,2,파마,25000
8641,낭주골,1,한식,서울특별시 영등포구 영등포로190 (영등포동),02-2633-7460,2,김치찌개,5000
8897,김머리방,5,이 미용업,서울특별시 영등포구 도림로113길 8 (도림동),02-845-3313,2,커트,7000
8601,돈까스리,4,기타외식업(다방패스트푸드등),서울특별시 강남구 테헤란로 322 (역삼동),02-2183-0714,2,카레덮밥,5500
8795,현정미용실,5,이 미용업,서울특별시 중랑구 면목로33길 14 (면목동),492-8637,2,파마,20000
8836,백곰집,1,한식,서울특별시 강북구 삼양로 663 1층(우이동),02-900-5130,2,한우해장국,6000
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,해물된장비빔밥,5000
8984,세종하늘마루,1,한식,서울특별시 광진구 군자로 153 (군자동),497-5540,2,삼겹살,11000
8821,고시칼국수,1,한식,서울특별시 관악구 신림로18가길 42 (신림동),070-7803-0001,2,칼국수,3000
8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247 (독산동),854-9049,2,삼겹살,13000
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 상가동 1층5호,02-567-2005,2,칼국수,6000
8978,듬배골,1,한식,서울특별시 금천구 독산로10길 38 (시흥동),803-8411,2,보리밥,7000
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 상가동 1층5호,02-567-2005,2,쫄면,6000
8953,포토베베스튜디오,13,기타서비스업종,서울특별시 도림로12길 13 (구로동),02-862-1050,2,사진인화료,300
8953,포토베베스튜디오,13,기타서비스업종,서울특별시 도림로12길 13 (구로동),02-862-1050,2,사진촬영료,10000
8897,김머리방,5,이 미용업,서울특별시 영등포구 도림로113길 8 (도림동),02-845-3313,2,파마,20000
8950,용갈비,1,한식,서울특별시 구로동로 96-4 (구로동),02-869-2442,2,냉면(물),4000
8972,조은김밥,1,한식,서울특별시 송파구 백제고분로17길 43 (잠실동),3431-7522,2,김밥,1500
8695,풍년갈비,1,한식,서울특별시 서대문구 통일로 495 (홍은동),3216-1903,2,돼지갈비(200g 멕시코캐나다산),10000
8695,풍년갈비,1,한식,서울특별시 서대문구 통일로 495 (홍은동),3216-1903,2,삼겹살(200g 칠레산),10000
8636,리즈헤어,5,이 미용업,서울특별시 송파구 바람드리길 19 (풍납동),485-2919,2,미용료(커트),10000
8636,리즈헤어,5,이 미용업,서울특별시 송파구 바람드리길 19 (풍납동),485-2919,2,미용료(파마),30000
8786,웰빙 콩나물,1,한식,서울특별시 중랑구 망우로62길 33 (망우동),2209-6623,2,비빔밥,4000
8972,조은김밥,1,한식,서울특별시 송파구 백제고분로17길 43 (잠실동),3431-7522,2,김치찌개,4000
8709,탐라도야지,1,한식,서울특별시 서초구 서초대로50길 82 (서초동),02-521-3337,2,김치찌개/제육썸밥,6000
8709,탐라도야지,1,한식,서울특별시 서초구 서초대로50길 82 (서초동),02-521-3337,2,된장찌개,5000
8791,5080 실버전용미용실,5,이 미용업,서울특별시 성북구 돌곶이로 141 (장위동),02-965-3232,2,커트,5000
8791,5080 실버전용미용실,5,이 미용업,서울특별시 성북구 돌곶이로 141 (장위동),02-965-3232,2,파마,14000
8809,춘향고을,1,한식,서울특별시 송파구 올림픽로32길 5 (방이동),3431-1433,2,냉면,5000
8809,춘향고을,1,한식,서울특별시 송파구 올림픽로32길 5 (방이동),3431-1433,2,된장찌개,5000
8985,안동장,2,중식,서울특별시 동대문구 경동시장로10길 57 (제기동),966-8244,2,짬뽕,4000
8988,허브족발,1,한식,서울특별시 성북구 오패산로4길 41 (하월곡동),912-7008,2,비빔냉면 ,4000
8988,허브족발,1,한식,서울특별시 성북구 오패산로4길 41 (하월곡동),912-7008,2,칼국수,2500
8954,진부령황태해장국,1,한식,서울특별시 용산구 대사관로24길 15 (한남동),790-9950,2,된장찌개,5000
8889,삼미식당,1,한식,서울특별시 영등포구 영등포로5길 14-2 (양평동2가),02-2068-8428,2,김치찌개,5000
8889,삼미식당,1,한식,서울특별시 영등포구 영등포로5길 14-2 (양평동2가),02-2068-8428,2,된장찌개,5000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,된장찌개,6000
8896,짜우리아,2,중식,서울특별시 영등포구 영신로 34 (영등포동),02-833-8802,2,짜장,4000
8896,짜우리아,2,중식,서울특별시 영등포구 영신로 34 (영등포동),02-833-8802,2,짬뽕,5000
8982,이삭홍두깨칼국수,1,한식,서울특별시 광진구 동일로72길 51 (중곡동),464-8457,2,칼국수,3000
8894,유미식당,1,한식,서울특별시 영등포구 시흥대로 611 (대림동),02-844-7953,2,김치찌개,6000
8894,유미식당,1,한식,서울특별시 영등포구 시흥대로 611 (대림동),02-844-7953,2,된장찌개,6000
8890,서울초밥,3,경양식일식,서울특별시 영등포구 선유로 250 (양평동4가),02-815-5551,2,찌라시초밤,12000
8889,삼미식당,1,한식,서울특별시 영등포구 영등포로5길 14-2 (양평동2가),02-2068-8428,2,삼겹살,11000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,순두부,6000
8976,서담,1,한식,서울특별시 금천구 시흥대로52길 6 (시흥동),805-3151,2,냉면,5000
8976,서담,1,한식,서울특별시 금천구 시흥대로52길 6 (시흥동),805-3151,2,제주산생고기,9000
8515,누이야식당,1,한식,서울특별시 강남구 논현로4길 14 (개포동),02-575-4984,2,김치찌개,6000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,탕수육(중),15000
8973,착한깡통,1,한식,서울특별시 송파구 마천로41길 33 (마천동),070-7527-8215,2,삼겹살(600g),19900
8984,세종하늘마루,1,한식,서울특별시 광진구 군자로 153 (군자동),497-5540,2,된장찌개,5000
8817,최진사댁두부마을,1,한식,서울특별시 성북구 인촌로1길 89 (삼선동5가),926-7281,2,고등어구이,7000
8930,착한메밀,1,한식,서울특별시 노원구 상계로 111 (상계동),02-936-2819,2,옹심이칼국수,3900
8911,성원식당,1,한식,서울특별시 광진구 천호대로 666 (구의동),453-5939,2,냉면,5000
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동) 석탑프라자 지하1층,02-451-9763,2,홍짬뽕,6000
8638,마포숯불갈비,1,한식,서울특별시 송파구 풍성로5길 6 (풍납동),470-2559,2,돼지갈비(캐나다산/320g),11000
8635,개성시대,5,이 미용업,서울특별시 송파구 풍성로 35-1 (풍납동),477-2939,2,미용료(파마),25000
8700,고기마을호수,1,한식,서울특별시 금천구 벚꽃로 73 (독산동 금천현대아파트) 상가 2층,895-0134,2,된장찌개,5000
8906,옥문,2,중식,서울특별시 광진구 광나루로56길 63 (구의동),446-8764,2,탕수육,17000
8931,경로이발관,5,이 미용업,서울특별시 동대문구 왕산로 175-1 (제기동),0,2,커트,5000
8906,옥문,2,중식,서울특별시 광진구 광나루로56길 63 (구의동),446-8764,2,짱뽕,5000
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동) 석탑프라자 지하1층,02-451-9763,2,탕수육,12000
8812,장수촌,1,한식,서울특별시 송파구 바람드리길 13 (풍납동),473-0609,2,삼계탕,10000
8861,꾸워,1,한식,서울특별시 은평구 은평로 34 (신사동),02-374-3004,2,삼겹살,7900
8707,미각,1,한식,서울특별시 서초구 반포대로28길 8 (서초동),02-585-9095,2,된장찌개,5000
8707,미각,1,한식,서울특별시 서초구 반포대로28길 8 (서초동),02-585-9095,2,설렁탕,6000
8861,꾸워,1,한식,서울특별시 은평구 은평로 34 (신사동),02-374-3004,2,왕갈비,7900
9009,이모네분식,4,기타외식업(다방패스트푸드등),서울특별시 강남구 도곡로21길 15 (역삼동 역삼동월드메르디앙아파트) 상가동 1층5호,02-567-2005,2,떡만두국,6000
8906,옥문,2,중식,서울특별시 광진구 광나루로56길 63 (구의동),446-8764,2,자장면,4500
8908,기덕이네생고기집,1,한식,서울특별시 광진구 뚝섬로58길 26 (자양동),444-8597,2,삽겹살,10000
8512,숙아채 콩나물국밥(개포),1,한식,서울특별시 강남구 개포로20길 17 (개포동),02-571-4441,2,콩나물국밥,4500
8825,어메칼국수,1,한식,서울특별시 관악구 관악로154-6 2층,874-9878,2,바지락칼국수,6000
8815,머리하기 좋은 날,5,이 미용업,서울특별시 양천구 목동중앙로 43 (목동 목동글로리파크),2648-3693,2,커트,7000
8985,안동장,2,중식,서울특별시 동대문구 경동시장로10길 57 (제기동),966-8244,2,자장면,3000
8905,북경,2,중식,서울특별시 광진구 화양동 3-30 (능동로 135),469-6347,2,탕수육,9000
8995,전주비빔밥,1,한식,서울특별시 강남구 봉은사로 524 (삼성동) 공항타워 지하1층 14호,02-2016-5280,2,전주비빔밥,7500
8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로8길 11 (개포동),02-571-1250,2,오늘의메뉴,5000
8995,전주비빔밥,1,한식,서울특별시 강남구 봉은사로 524 (삼성동) 공항타워 지하1층 14호,02-2016-5280,2,미역국,7000
8994,가득드림,1,한식,서울특별시 강남구 영동대로 513 (삼성동) 코엑스몰 M113호,02-551-8288,2,셀프도시락,8000
8994,가득드림,1,한식,서울특별시 강남구 영동대로 513 (삼성동) 코엑스몰 M113호,02-551-8288,2,포장도시락,6000
8960,이레미용실,5,이 미용업,서울특별시 은평구 통일로69길 29 (대조동),02-355-6567,2,미용료(커트),6000
8960,이레미용실,5,이 미용업,서울특별시 은평구 통일로69길 29 (대조동),02-355-6567,2,미용료(파마),2000
8940,G7크린랜드,7,세탁업,서울특별시 금천구 금하로29길 14 (시흥동),02-803-7600,2,의복수선료,3000
8916,고향집,1,한식,서울특별시 마포구 포은로8길 28 (망원동),322-8762,2,콩나물비빔밥,3500
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,대구탕지리,6000
8518,노숙자아구샤브샤브,1,한식,서울특별시 강남구 개포로22길 13 (개포동),02-577-5017,2,아구탕지리,5000
8905,북경,2,중식,서울특별시 광진구 화양동 3-30 (능동로 135),469-6347,2,짭뽕,4000
8971,전혜영미용실,5,이 미용업,서울특별시 송파구 토성로 38-6 (풍납동 한강극동아파트),471-2932,2,파마,15000
8983,방미헤어컬쳐,5,이 미용업,서울특별시 광진구 군자로 138 (군자동),02-462-3711,2,미용료(커트),10000
9004,한우정육점식당,1,한식,서울특별시 강남구 일원로5길 24 (일원동),02-445-6633,2,한우된장찌개,7000
8940,G7크린랜드,7,세탁업,서울특별시 금천구 금하로29길 14 (시흥동),02-803-7600,2,세탁료,5000
9004,한우정육점식당,1,한식,서울특별시 강남구 일원로5길 24 (일원동),02-445-6633,2,한돈김치찌개,7000
8794,고향김밥,1,한식,서울특별시 중랑구 겸재로 226-3 (면목동) 1층,492-0013,2,냉     면,4000
8978,듬배골,1,한식,서울특별시 금천구 독산로10길 38 (시흥동),803-8411,2,냉면,4000
8826,헤어닷컴,5,이 미용업,서울특별시 관악구 장군봉2길 10 (봉천동),885-7277,2,염색(새치),10000
8785,모퉁이식당,1,한식,서울특별시 송파구 오금로59길 2 (거여동),443-1326,2,냉면,5000
8817,최진사댁두부마을,1,한식,서울특별시 성북구 인촌로1길 89 (삼선동5가),926-7281,2,삼치구이,7000
8630,옛날맛짜장,2,중식,서울특별시 송파구 가락로 113 (석촌동),425-3533,2,자장면,4000
8826,헤어닷컴,5,이 미용업,서울특별시 관악구 장군봉2길 10 (봉천동),885-7277,2,커트,7000
8933,아마자께,1,한식,서울특별시 동대문구 천장산로7길 16 (이문동),0,2,김치볶음밥,5500
8941,매니아당구클럽,13,기타서비스업종,서울특별시 금천구 독산로 218 (독산동),02-893-1160,2,이용료(1시간),5400
8807,신 쿡(cook),1,한식,서울특별시 중랑구 중랑천로 64 (면목동),439-2012,2,돈가스,4500
8933,아마자께,1,한식,서울특별시 동대문구 천장산로7길 16 (이문동),0,2,냉면,5000
8806,광양불고기,1,한식,서울특별시 중랑구 망우로71길 31 (망우동),492-1934,2,돼지갈비,8000
8799,황금돼지갈비,1,한식,서울특별시 중랑구 면목로 404 (면목동),2207-3722,2,불고기,8000
8986,놀부만두,1,한식,서울특별시 동대문구 망우로16길 15 (휘경동),2241-7550,2,수제고기만두(10개),4000
8861,꾸워,1,한식,서울특별시 은평구 은평로 34 (신사동),02-374-3004,2,왕갈비,10000
8799,황금돼지갈비,1,한식,서울특별시 중랑구 면목로 404 (면목동),2207-3722,2,설렁탕,6000
8806,광양불고기,1,한식,서울특별시 중랑구 망우로71길 31 (망우동),492-1934,2,삼겹살 ,8000
8861,꾸워,1,한식,서울특별시 은평구 은평로 34 (신사동),02-374-3004,2,삼겹살,10000
8881,현대미용실,5,이 미용업,서울특별시 은평구 불광로 95 (불광동),02-359-3834,2,커트,11000
8959,행복한세탁소,7,세탁업,서울특별시 은평구 진흥로1길 37 (역촌동),02-353-8671,2,수선비,3000
8805,얼레리꼴레리,1,한식,서울특별시 중랑구 양원역로 61 (망우동),493-4612,2,돈가스,3000
8989,밀밭 손 칼국수,1,한식,서울특별시 성북구 보문로 156-3 (삼선동5가),953-8894,2,떡국,6000
9005,수타손짜장,2,중식,서울특별시 강남구 개포로 615 (개포동) 석탑프라자 지하1층,02-451-9763,2,손짜장,5000
8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247 (독산동),854-9049,2,불고기정식,7000
8794,고향김밥,1,한식,서울특별시 중랑구 겸재로 226-3 (면목동) 1층,492-0013,2,깁     밥,1500
8989,밀밭 손 칼국수,1,한식,서울특별시 성북구 보문로 156-3 (삼선동5가),953-8894,2,칼국수,6000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,김치찌개,6000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,된장찌개,6000
8514,바지락칼국수,1,한식,서울특별시 강남구 개포로17길 3-10 (개포동),02-529-5317,2,칼국수,6000
8982,이삭홍두깨칼국수,1,한식,서울특별시 광진구 동일로72길 51 (중곡동),464-8457,2,냉면,3500
8950,용갈비,1,한식,서울특별시 구로동로 96-4 (구로동),02-869-2442,2,돼지갈비(국200g),10000
8900,머리못하는 집,5,이 미용업,서울특별시 강서구 강서로45길 174 (내발산동),02-2667-3693,2,커트(성인),6000
8826,헤어닷컴,5,이 미용업,서울특별시 관악구 장군봉2길 10 (봉천동),885-7277,2,파마,20000
8989,밀밭 손 칼국수,1,한식,서울특별시 성북구 보문로 156-3 (삼선동5가),953-8894,2,설렁탕 등,6000
8988,허브족발,1,한식,서울특별시 성북구 오패산로4길 41 (하월곡동),912-7008,2,물냉면,3500
8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247 (독산동),854-9049,2,돼지갈비,13000
8836,백곰집,1,한식,서울특별시 강북구 삼양로 663 1층(우이동),02-900-5130,2,부대찌개,6000
8900,머리못하는 집,5,이 미용업,서울특별시 강서구 강서로45길 174 (내발산동),02-2667-3693,2,커트(학생),5000
8916,고향집,1,한식,서울특별시 마포구 포은로8길 28 (망원동),322-8762,2,칼국수,2500
